id,heuristique_prédite,heuristique_réelle,succès
2359,Greedy Independent Cover,Greedy Independent Cover,True
2360,Maximum Degree Greedy,Greedy Independent Cover,False
2361,Greedy Independent Cover,Greedy Independent Cover,True
2362,Greedy Independent Cover,Greedy Independent Cover,True
2363,Greedy Independent Cover,Greedy Independent Cover,True
2364,Greedy Independent Cover,Greedy Independent Cover,True
2365,Greedy Independent Cover,Greedy Independent Cover,True
2366,Greedy Independent Cover,Greedy Independent Cover,True
2367,Greedy Independent Cover,Greedy Independent Cover,True
2368,Malatya,Malatya,True
2369,Greedy Independent Cover,Greedy Independent Cover,True
2370,Greedy Independent Cover,Greedy Independent Cover,True
2371,Greedy Independent Cover,Greedy Independent Cover,True
2372,Greedy Independent Cover,Greedy Independent Cover,True
2373,Greedy Independent Cover,Greedy Independent Cover,True
2374,Greedy Independent Cover,Greedy Independent Cover,True
2375,Greedy Independent Cover,Greedy Independent Cover,True
2376,Greedy Independent Cover,Greedy Independent Cover,True
2377,Greedy Independent Cover,Greedy Independent Cover,True
2378,Sorted Listright,Greedy Independent Cover,False
2379,Greedy Independent Cover,Greedy Independent Cover,True
2380,Greedy Independent Cover,Greedy Independent Cover,True
2381,Greedy Independent Cover,Greedy Independent Cover,True
2382,Greedy Independent Cover,Greedy Independent Cover,True
2383,Greedy Independent Cover,Greedy Independent Cover,True
2384,Greedy Independent Cover,Greedy Independent Cover,True
2385,Malatya,Greedy Independent Cover,False
2386,Greedy Independent Cover,Greedy Independent Cover,True
2387,Greedy Independent Cover,Greedy Independent Cover,True
2388,Greedy Independent Cover,Malatya,False
2389,Greedy Independent Cover,Greedy Independent Cover,True
2390,Greedy Independent Cover,Greedy Independent Cover,True
2391,Greedy Independent Cover,Greedy Independent Cover,True
2392,Greedy Independent Cover,Greedy Independent Cover,True
2393,Greedy Independent Cover,Greedy Independent Cover,True
2394,Greedy Independent Cover,Greedy Independent Cover,True
2395,Greedy Independent Cover,Greedy Independent Cover,True
2396,Greedy Independent Cover,Greedy Independent Cover,True
2397,Greedy Independent Cover,Greedy Independent Cover,True
2398,Greedy Independent Cover,Greedy Independent Cover,True
2399,Greedy Independent Cover,Greedy Independent Cover,True
2400,Greedy Independent Cover,Greedy Independent Cover,True
2401,Greedy Independent Cover,Greedy Independent Cover,True
2402,Greedy Independent Cover,Malatya,False
2403,Greedy Independent Cover,Greedy Independent Cover,True
2404,Greedy Independent Cover,Greedy Independent Cover,True
2405,Sorted Listright,Greedy Independent Cover,False
2406,Greedy Independent Cover,Greedy Independent Cover,True
2407,Greedy Independent Cover,Greedy Independent Cover,True
2408,Malatya,Malatya,True
2409,Greedy Independent Cover,Greedy Independent Cover,True
2410,Malatya,Malatya,True
2411,Greedy Independent Cover,Greedy Independent Cover,True
2412,Greedy Independent Cover,Greedy Independent Cover,True
2413,Maximum Degree Greedy,Malatya,False
2414,Greedy Independent Cover,Greedy Independent Cover,True
2415,Greedy Independent Cover,Greedy Independent Cover,True
2416,Greedy Independent Cover,Greedy Independent Cover,True
2417,Greedy Independent Cover,Greedy Independent Cover,True
2418,Greedy Independent Cover,Greedy Independent Cover,True
2419,Greedy Independent Cover,Greedy Independent Cover,True
2420,Greedy Independent Cover,Greedy Independent Cover,True
2421,Greedy Independent Cover,Greedy Independent Cover,True
2422,Greedy Independent Cover,Greedy Independent Cover,True
2423,Greedy Independent Cover,Greedy Independent Cover,True
2424,Greedy Independent Cover,Greedy Independent Cover,True
2425,Greedy Independent Cover,Greedy Independent Cover,True
2426,Greedy Independent Cover,Greedy Independent Cover,True
2427,Maximum Degree Greedy,Greedy Independent Cover,False
2428,Greedy Independent Cover,Greedy Independent Cover,True
2429,Greedy Independent Cover,Greedy Independent Cover,True
2430,Greedy Independent Cover,Greedy Independent Cover,True
2431,Greedy Independent Cover,Greedy Independent Cover,True
2432,Greedy Independent Cover,Greedy Independent Cover,True
2433,Greedy Independent Cover,Greedy Independent Cover,True
2434,Greedy Independent Cover,Greedy Independent Cover,True
2435,Greedy Independent Cover,Malatya,False
2436,Malatya,Malatya,True
2437,Greedy Independent Cover,Greedy Independent Cover,True
2438,Greedy Independent Cover,Greedy Independent Cover,True
2439,Greedy Independent Cover,Greedy Independent Cover,True
2440,Greedy Independent Cover,Greedy Independent Cover,True
2441,Greedy Independent Cover,Greedy Independent Cover,True
2442,Greedy Independent Cover,Greedy Independent Cover,True
2443,Greedy Independent Cover,Greedy Independent Cover,True
2444,Greedy Independent Cover,Greedy Independent Cover,True
2445,Greedy Independent Cover,Greedy Independent Cover,True
2446,Greedy Independent Cover,Greedy Independent Cover,True
2447,Greedy Independent Cover,Greedy Independent Cover,True
2448,Malatya,Greedy Independent Cover,False
2449,Greedy Independent Cover,Greedy Independent Cover,True
2450,Greedy Independent Cover,Greedy Independent Cover,True
2451,Greedy Independent Cover,Greedy Independent Cover,True
2452,Greedy Independent Cover,Greedy Independent Cover,True
2453,Greedy Independent Cover,Greedy Independent Cover,True
2454,Greedy Independent Cover,Greedy Independent Cover,True
2455,Greedy Independent Cover,Greedy Independent Cover,True
2456,Malatya,Malatya,True
2457,Greedy Independent Cover,Greedy Independent Cover,True
2458,Greedy Independent Cover,Greedy Independent Cover,True
2459,Greedy Independent Cover,Greedy Independent Cover,True
2460,Greedy Independent Cover,Greedy Independent Cover,True
2461,Greedy Independent Cover,Greedy Independent Cover,True
2462,Greedy Independent Cover,Greedy Independent Cover,True
2463,Malatya,Malatya,True
2464,Greedy Independent Cover,Greedy Independent Cover,True
2465,Greedy Independent Cover,Greedy Independent Cover,True
2466,Greedy Independent Cover,Greedy Independent Cover,True
2467,Greedy Independent Cover,Greedy Independent Cover,True
2468,Greedy Independent Cover,Greedy Independent Cover,True
2469,Malatya,Malatya,True
2470,Greedy Independent Cover,Greedy Independent Cover,True
2471,Greedy Independent Cover,Greedy Independent Cover,True
2472,Greedy Independent Cover,Greedy Independent Cover,True
2473,Greedy Independent Cover,Greedy Independent Cover,True
2474,Greedy Independent Cover,Greedy Independent Cover,True
2475,Greedy Independent Cover,Greedy Independent Cover,True
2476,Greedy Independent Cover,Greedy Independent Cover,True
2477,Greedy Independent Cover,Greedy Independent Cover,True
2478,Greedy Independent Cover,Greedy Independent Cover,True
2479,Greedy Independent Cover,Greedy Independent Cover,True
2480,Malatya,Malatya,True
2481,Greedy Independent Cover,Greedy Independent Cover,True
2482,Malatya,Greedy Independent Cover,False
2483,Greedy Independent Cover,Greedy Independent Cover,True
2484,Greedy Independent Cover,Greedy Independent Cover,True
2485,Greedy Independent Cover,Greedy Independent Cover,True
2486,Greedy Independent Cover,Greedy Independent Cover,True
2487,Greedy Independent Cover,Greedy Independent Cover,True
2488,Greedy Independent Cover,Greedy Independent Cover,True
2489,Greedy Independent Cover,Greedy Independent Cover,True
2490,Greedy Independent Cover,Greedy Independent Cover,True
2491,Greedy Independent Cover,Malatya,False
2492,Greedy Independent Cover,Greedy Independent Cover,True
2493,Greedy Independent Cover,Greedy Independent Cover,True
2494,Greedy Independent Cover,Greedy Independent Cover,True
2495,Greedy Independent Cover,Greedy Independent Cover,True
2496,Greedy Independent Cover,Greedy Independent Cover,True
2497,Greedy Independent Cover,Malatya,False
2498,Greedy Independent Cover,Greedy Independent Cover,True
2499,Malatya,Malatya,True
2500,Malatya,Malatya,True
2501,Greedy Independent Cover,Greedy Independent Cover,True
2502,Greedy Independent Cover,Greedy Independent Cover,True
2503,Greedy Independent Cover,Greedy Independent Cover,True
2504,Greedy Independent Cover,Greedy Independent Cover,True
2505,Greedy Independent Cover,Greedy Independent Cover,True
2506,Greedy Independent Cover,Greedy Independent Cover,True
2507,Greedy Independent Cover,Greedy Independent Cover,True
2508,Greedy Independent Cover,Greedy Independent Cover,True
2509,Greedy Independent Cover,Greedy Independent Cover,True
2510,Greedy Independent Cover,Greedy Independent Cover,True
2511,Greedy Independent Cover,Greedy Independent Cover,True
2512,Greedy Independent Cover,Greedy Independent Cover,True
2513,Greedy Independent Cover,Greedy Independent Cover,True
2514,Greedy Independent Cover,Greedy Independent Cover,True
2515,Greedy Independent Cover,Greedy Independent Cover,True
2516,Greedy Independent Cover,Greedy Independent Cover,True
2517,Malatya,Malatya,True
2518,Greedy Independent Cover,Greedy Independent Cover,True
2519,Greedy Independent Cover,Greedy Independent Cover,True
2520,Greedy Independent Cover,Greedy Independent Cover,True
2521,Greedy Independent Cover,Greedy Independent Cover,True
2522,Greedy Independent Cover,Greedy Independent Cover,True
2523,Greedy Independent Cover,Greedy Independent Cover,True
2524,Greedy Independent Cover,Greedy Independent Cover,True
2525,Greedy Independent Cover,Greedy Independent Cover,True
2526,Greedy Independent Cover,Greedy Independent Cover,True
2527,Greedy Independent Cover,Greedy Independent Cover,True
2528,Greedy Independent Cover,Greedy Independent Cover,True
2529,Greedy Independent Cover,Greedy Independent Cover,True
2530,Greedy Independent Cover,Greedy Independent Cover,True
2531,Greedy Independent Cover,Greedy Independent Cover,True
2532,Greedy Independent Cover,Greedy Independent Cover,True
2533,Greedy Independent Cover,Greedy Independent Cover,True
2534,Greedy Independent Cover,Greedy Independent Cover,True
2535,Greedy Independent Cover,Greedy Independent Cover,True
2536,Greedy Independent Cover,Greedy Independent Cover,True
2537,Greedy Independent Cover,Greedy Independent Cover,True
2538,Greedy Independent Cover,Greedy Independent Cover,True
2539,Greedy Independent Cover,Greedy Independent Cover,True
2540,Malatya,Malatya,True
2541,Greedy Independent Cover,Greedy Independent Cover,True
2542,Greedy Independent Cover,Greedy Independent Cover,True
2543,Greedy Independent Cover,Greedy Independent Cover,True
2544,Malatya,Greedy Independent Cover,False
2545,Greedy Independent Cover,Greedy Independent Cover,True
2546,Greedy Independent Cover,Greedy Independent Cover,True
2547,Greedy Independent Cover,Greedy Independent Cover,True
2548,Greedy Independent Cover,Greedy Independent Cover,True
2549,Greedy Independent Cover,Greedy Independent Cover,True
2550,Malatya,Malatya,True
2551,Greedy Independent Cover,Greedy Independent Cover,True
2552,Malatya,Malatya,True
2553,Greedy Independent Cover,Greedy Independent Cover,True
2554,Greedy Independent Cover,Malatya,False
2555,Malatya,Greedy Independent Cover,False
2556,Malatya,Malatya,True
2557,Malatya,Malatya,True
2558,Greedy Independent Cover,Greedy Independent Cover,True
2559,Greedy Independent Cover,Greedy Independent Cover,True
2560,Greedy Independent Cover,Malatya,False
2561,Greedy Independent Cover,Greedy Independent Cover,True
2562,Greedy Independent Cover,Greedy Independent Cover,True
2563,Greedy Independent Cover,Greedy Independent Cover,True
2564,Greedy Independent Cover,Greedy Independent Cover,True
2565,Greedy Independent Cover,Greedy Independent Cover,True
2566,Maximum Degree Greedy,Maximum Degree Greedy,True
2567,Greedy Independent Cover,Greedy Independent Cover,True
2568,Greedy Independent Cover,Greedy Independent Cover,True
2569,Greedy Independent Cover,Greedy Independent Cover,True
2570,Malatya,Greedy Independent Cover,False
2571,Greedy Independent Cover,Greedy Independent Cover,True
2572,Greedy Independent Cover,Greedy Independent Cover,True
2573,Greedy Independent Cover,Greedy Independent Cover,True
2574,Greedy Independent Cover,Greedy Independent Cover,True
2575,Greedy Independent Cover,Greedy Independent Cover,True
2576,Greedy Independent Cover,Greedy Independent Cover,True
2577,Greedy Independent Cover,Greedy Independent Cover,True
2578,Greedy Independent Cover,Greedy Independent Cover,True
2579,Malatya,Greedy Independent Cover,False
2580,Greedy Independent Cover,Greedy Independent Cover,True
2581,Greedy Independent Cover,Greedy Independent Cover,True
2582,Greedy Independent Cover,Greedy Independent Cover,True
2583,Greedy Independent Cover,Greedy Independent Cover,True
2584,Greedy Independent Cover,Greedy Independent Cover,True
2585,Greedy Independent Cover,Greedy Independent Cover,True
2586,Malatya,Malatya,True
2587,Malatya,Malatya,True
2588,Greedy Independent Cover,Greedy Independent Cover,True
2589,Greedy Independent Cover,Greedy Independent Cover,True
2590,Greedy Independent Cover,Greedy Independent Cover,True
2591,Greedy Independent Cover,Greedy Independent Cover,True
2592,Greedy Independent Cover,Greedy Independent Cover,True
2593,Greedy Independent Cover,Greedy Independent Cover,True
2594,Greedy Independent Cover,Malatya,False
2595,Greedy Independent Cover,Greedy Independent Cover,True
2596,Greedy Independent Cover,Greedy Independent Cover,True
2597,Greedy Independent Cover,Malatya,False
2598,Greedy Independent Cover,Greedy Independent Cover,True
2599,Greedy Independent Cover,Greedy Independent Cover,True
2600,Malatya,Malatya,True
2601,Malatya,Malatya,True
2602,Greedy Independent Cover,Greedy Independent Cover,True
2603,Greedy Independent Cover,Greedy Independent Cover,True
2604,Greedy Independent Cover,Greedy Independent Cover,True
2605,Greedy Independent Cover,Greedy Independent Cover,True
2606,Greedy Independent Cover,Greedy Independent Cover,True
2607,Malatya,Greedy Independent Cover,False
2608,Greedy Independent Cover,Greedy Independent Cover,True
2609,Malatya,Malatya,True
2610,Malatya,Greedy Independent Cover,False
2611,Greedy Independent Cover,Greedy Independent Cover,True
2612,Greedy Independent Cover,Greedy Independent Cover,True
2613,Greedy Independent Cover,Greedy Independent Cover,True
2614,Malatya,Malatya,True
2615,Malatya,Greedy Independent Cover,False
2616,Greedy Independent Cover,Greedy Independent Cover,True
